"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","beta","decoder_arch","encoder_arch","eps_dim","input_dim","job_type","logging","optim","query_dim","seed","training","wandb","cov_norm","kl_loss","recon_loss"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:42:11.000Z","75","oznw6kk0","","","","64","","","","","","2","","","0.008129962719976902","9.735576629638672","0.00005567892003455199"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:43:27.000Z","76","oznw6kk0","","","","64","","","","","","3","","","0.008892941288650036","10.416933059692385","0.0000498533554491587"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:44:49.000Z","72","oznw6kk0","","","","64","","","","","","4","","","0.011525576002895832","9.747564315795898","0.00006424456660170108"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:11:04.000Z","76","oznw6kk0","","","","8","","","","","","8","","","0.011927897110581398","9.529336929321287","0.000051736791647272184"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:34:27.000Z","75","oznw6kk0","","","","32","","","","","","6","","","0.013001963496208193","9.723567962646484","0.000054190131777431816"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:02:07.000Z","73","oznw6kk0","","","","8","","","","","","1","","","0.013608399778604507","9.598698616027832","0.00005051193875260651"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:29:22.000Z","72","oznw6kk0","","","","32","","","","","","2","","","0.013690481893718244","9.558433532714844","0.00005632133616018109"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:35:44.000Z","72","oznw6kk0","","","","32","","","","","","7","","","0.014156301505863668","10.474037170410156","0.00004455846647033468"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:40:54.000Z","75","oznw6kk0","","","","64","","","","","","1","","","0.015520798973739147","9.671149253845217","0.00006063713226467371"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:47:22.000Z","74","oznw6kk0","","","","64","","","","","","6","","","0.016809487715363503","9.933631896972656","0.00006304304406512529"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:50:40.000Z","75","oznw6kk0","","","","4","","","","","","2","","","0.016894591972231865","9.774723052978516","0.00004938511119689792"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:21:44.000Z","73","oznw6kk0","","","","16","","","","","","6","","","0.017136558890342712","9.73004150390625","0.0000549573014723137"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:37:00.000Z","73","oznw6kk0","","","","32","","","","","","8","","","0.018700404092669487","10.490751266479492","0.00004530902879196219"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:51:11.000Z","72","oznw6kk0","","","","64","","","","","","9","","","0.019269635900855064","9.66868019104004","0.00006005801697028801"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:31:55.000Z","72","oznw6kk0","","","","32","","","","","","4","","","0.019482968375086784","9.737833023071287","0.00005134322418598458"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:26:49.000Z","76","oznw6kk0","","","","32","","","","","","0","","","0.019795456901192665","10.497926712036133","0.00004229777550790459"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:49:54.000Z","72","oznw6kk0","","","","64","","","","","","8","","","0.02008044347167015","9.74030876159668","0.0000579115076106973"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:39:33.000Z","77","oznw6kk0","","","","64","","","","","","0","","","0.021888114511966705","9.825698852539062","0.00005605737533187494"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:12:24.000Z","75","oznw6kk0","","","","8","","","","","","9","","","0.021978359669446945","9.570313453674316","0.00005082683128421195"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:48:38.000Z","73","oznw6kk0","","","","64","","","","","","7","","","0.02235918678343296","9.95854949951172","0.00006180694617796689"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:09:47.000Z","73","oznw6kk0","","","","8","","","","","","7","","","0.02261367440223694","9.58734893798828","0.00005079185211798176"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:33:11.000Z","74","oznw6kk0","","","","32","","","","","","5","","","0.023682858794927597","9.74747085571289","0.00005306075036060065"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:24:16.000Z","74","oznw6kk0","","","","16","","","","","","8","","","0.024745294824242592","9.736153602600098","0.000051022914703935385"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:19:11.000Z","73","oznw6kk0","","","","16","","","","","","4","","","0.024845680221915245","9.58561897277832","0.00005060147668700665"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:55:27.000Z","75","oznw6kk0","","","","4","","","","","","6","","","0.025225834921002388","8.515813827514648","0.00008911419718060642"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:28:06.000Z","73","oznw6kk0","","","","32","","","","","","1","","","0.025865867733955383","9.499067306518556","0.00005153389793122187"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:38:17.000Z","75","oznw6kk0","","","","32","","","","","","9","","","0.025936836376786232","9.55125904083252","0.00005193716424400918"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:03:23.000Z","74","oznw6kk0","","","","8","","","","","","2","","","0.026217790320515633","9.552203178405762","0.000051017959776800126"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:15:11.000Z","81","oznw6kk0","","","","16","","","","","","1","","","0.026952415704727173","9.491610527038574","0.00005091867933515459"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:23:00.000Z","74","oznw6kk0","","","","16","","","","","","7","","","0.02816198579967022","9.54000186920166","0.00005170154690858908"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:05:58.000Z","72","oznw6kk0","","","","8","","","","","","4","","","0.028430776670575145","9.550580024719238","0.000051579441787907854"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:07:15.000Z","72","oznw6kk0","","","","8","","","","","","5","","","0.029900992289185524","9.514719009399414","0.000051584233005996794"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:16:33.000Z","76","oznw6kk0","","","","16","","","","","","2","","","0.03237701952457428","9.63150405883789","0.00005082543066237122"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:46:05.000Z","72","oznw6kk0","","","","64","","","","","","5","","","0.033939916640520096","9.832072257995604","0.00007038591138552874"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:17:55.000Z","74","oznw6kk0","","","","16","","","","","","3","","","0.03430882841348648","9.604002952575684","0.00005117724504088983"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:08:31.000Z","75","oznw6kk0","","","","8","","","","","","6","","","0.035096876323223114","9.533445358276367","0.000050172049668617547"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:30:38.000Z","74","oznw6kk0","","","","32","","","","","","3","","","0.03574584051966667","9.648503303527832","0.000056816410506144166"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:04:41.000Z","74","oznw6kk0","","","","8","","","","","","3","","","0.03667128458619118","9.566458702087402","0.000051888586312998086"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:20:27.000Z","73","oznw6kk0","","","","16","","","","","","5","","","0.03751835599541664","9.591497421264648","0.00005294047514325939"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:25:33.000Z","72","oznw6kk0","","","","16","","","","","","9","","","0.03881208598613739","9.449624061584473","0.00005030709144193679"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:49:24.000Z","73","oznw6kk0","","","","4","","","","","","1","","","0.040822584182024","8.388147354125977","0.00009012546797748656"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:00:45.000Z","77","oznw6kk0","","","","8","","","","","","0","","","0.04178635776042938","8.333490371704102","0.00009158276225207372"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:56:45.000Z","74","oznw6kk0","","","","4","","","","","","7","","","0.04294920712709427","8.344779968261719","0.00009047026105690747"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:51:58.000Z","75","oznw6kk0","","","","4","","","","","","3","","","0.04319832846522331","8.338396072387695","0.00008994019299279898"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:54:31.000Z","3675","oznw6kk0","","","","4","","","","","","5","","","0.04430471360683441","8.416875839233398","0.0000900324885151349"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:48:07.000Z","75","oznw6kk0","","","","4","","","","","","0","","","0.04880521073937416","8.320645332336426","0.00008968159090727568"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:58:03.000Z","72","oznw6kk0","","","","4","","","","","","8","","","0.048909544944763184","8.357940673828125","0.00009040226723300292"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:59:19.000Z","77","oznw6kk0","","","","4","","","","","","9","","","0.05659320577979088","8.322726249694824","0.00009018015407491475"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:53:16.000Z","73","oznw6kk0","","","","4","","","","","","4","","","0.05662794411182403","8.362462997436523","0.00008984788291854784"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:45:24.000Z","77","oznw6kk0","","","","2","","","","","","8","","","0.05947818234562874","6.512519359588623","0.00023845190298743543"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:36:28.000Z","73","oznw6kk0","","","","2","","","","","","1","","","0.062258850783109665","6.501958847045898","0.00023841840447857976"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:46:45.000Z","78","oznw6kk0","","","","2","","","","","","9","","","0.06310272216796875","6.510767936706543","0.00023838828201405704"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:39:00.000Z","70","oznw6kk0","","","","2","","","","","","3","","","0.06620456278324127","6.499191761016846","0.000238534266827628"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:42:44.000Z","74","oznw6kk0","","","","2","","","","","","6","","","0.06920255720615387","6.568423748016357","0.00023820623755455017"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:41:28.000Z","72","oznw6kk0","","","","2","","","","","","5","","","0.07100310921669006","6.57814884185791","0.00023826141841709617"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:35:11.000Z","76","oznw6kk0","","","","2","","","","","","0","","","0.07175752520561218","6.559317111968994","0.0002383924729656428"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:40:11.000Z","73","oznw6kk0","","","","2","","","","","","4","","","0.0733451321721077","6.49921178817749","0.00023846369003877044"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:37:46.000Z","71","oznw6kk0","","","","2","","","","","","2","","","0.07985759526491165","6.606708526611328","0.00023792334832251072"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T22:44:02.000Z","76","oznw6kk0","","","","2","","","","","","7","","","0.09140031039714812","6.608358383178711","0.00023801918723620472"
"latent_dim_sweep","ofelbwo0","finished","-","pgp","","2023-01-20T23:13:45.000Z","81","oznw6kk0","","","","16","","","","","","0","","","0.1320776641368866","9.748616218566896","0.00005231749310041778"